x,y_obs,weight,y_calc,y_bkg,Q
27.8905,0.44375,1,0.532073,0.532072,1.96587
27.9107,0.455208,1,0.532525,0.532524,1.96727
27.931,0.464583,1,0.532975,0.532974,1.96867
27.9512,0.488542,1,0.533423,0.533422,1.97007
27.9714,0.465625,1,0.533869,0.533869,1.97146
27.9916,0.416667,1,0.534314,0.534313,1.97286
28.0119,0.439583,1,0.534757,0.534756,1.97426
28.0321,0.459375,1,0.535198,0.535197,1.97565
28.0523,0.46875,1,0.535637,0.535636,1.97705
28.0725,0.461458,1,0.536075,0.536074,1.97845
28.0928,0.477083,1,0.53651,0.536509,1.97984
28.113,0.476042,1,0.536944,0.536943,1.98124
28.1332,0.476042,1,0.537375,0.537374,1.98264
28.1534,0.501042,1,0.537805,0.537804,1.98403
28.1737,0.486458,1,0.538233,0.538232,1.98543
28.1939,0.525,1,0.538658,0.538657,1.98683
28.2141,0.50625,1,0.539082,0.539081,1.98822
28.2343,0.492708,1,0.539504,0.539503,1.98962
28.2546,0.496875,1,0.539924,0.539923,1.99102
28.2748,0.536458,1,0.540342,0.540341,1.99241
28.295,0.5,1,0.540758,0.540756,1.99381
28.3153,0.521875,1,0.541171,0.54117,1.9952
28.3355,0.519792,1,0.541583,0.541582,1.9966
28.3557,0.548958,1,0.541993,0.541991,1.998
28.3759,0.514583,1,0.5424,0.542399,1.99939
28.3962,0.528125,1,0.542806,0.542804,2.00079
28.4164,0.539583,1,0.543209,0.543208,2.00218
28.4366,0.548958,1,0.54361,0.543609,2.00358
28.4568,0.54375,1,0.544009,0.544008,2.00498
28.4771,0.59375,1,0.544406,0.544405,2.00637
28.4973,0.580208,1,0.544801,0.544799,2.00777
28.5175,0.552083,1,0.545193,0.545192,2.00916
28.5377,0.579167,1,0.545583,0.545582,2.01056
28.558,0.567708,1,0.545971,0.54597,2.01195
28.5782,0.5375,1,0.546357,0.546356,2.01335
28.5984,0.522917,1,0.546741,0.54674,2.01474
28.6186,0.496875,1,0.547122,0.547121,2.01614
28.6389,0.534375,1,0.547501,0.5475,2.01753
28.6591,0.496875,1,0.547878,0.547877,2.01893
28.6793,0.5375,1,0.548253,0.548252,2.02032
28.6995,0.472917,1,0.548625,0.548624,2.02172
28.7198,0.508333,1,0.548995,0.548994,2.02311
28.74,0.508333,1,0.549363,0.549361,2.02451
28.7602,0.503125,1,0.549728,0.549727,2.0259
28.7805,0.471875,1,0.550091,0.55009,2.0273
28.8007,0.494792,1,0.550452,0.55045,2.02869
28.8209,0.4875,1,0.55081,0.550809,2.03009
28.8411,0.494792,1,0.551166,0.551165,2.03148
28.8614,0.492708,1,0.55152,0.551518,2.03288
28.8816,0.507292,1,0.551871,0.551869,2.03427
28.9018,0.503125,1,0.55222,0.552218,2.03567
28.922,0.560417,1,0.552566,0.552564,2.03706
28.9423,0.520833,1,0.55291,0.552908,2.03845
28.9625,0.530208,1,0.553252,0.55325,2.03985
28.9827,0.466667,1,0.553591,0.553589,2.04124
29.0029,0.514583,1,0.553927,0.553926,2.04264
29.0232,0.509375,1,0.554261,0.55426,2.04403
29.0434,0.509375,1,0.554593,0.554591,2.04542
29.0636,0.527083,1,0.554922,0.554921,2.04682
29.0838,0.491667,1,0.555249,0.555247,2.04821
29.1041,0.470833,1,0.555573,0.555572,2.0496
29.1243,0.511458,1,0.555895,0.555893,2.051
29.1445,0.485417,1,0.556215,0.556213,2.05239
29.1647,0.515625,1,0.556531,0.556529,2.05379
29.185,0.489583,1,0.556845,0.556844,2.05518
29.2052,0.482292,1,0.557157,0.557155,2.05657
29.2254,0.530208,1,0.557466,0.557464,2.05797
29.2457,0.523958,1,0.557773,0.557771,2.05936
29.2659,0.51875,1,0.558077,0.558075,2.06075
29.2861,0.507292,1,0.558378,0.558376,2.06214
29.3063,0.472917,1,0.558677,0.558675,2.06354
29.3266,0.505208,1,0.558974,0.558971,2.06493
29.3468,0.496875,1,0.559267,0.559265,2.06632
29.367,0.480208,1,0.559559,0.559556,2.06772
29.3872,0.460417,1,0.559847,0.559845,2.06911
29.4075,0.521875,1,0.560133,0.560131,2.0705
29.4277,0.430208,1,0.560416,0.560414,2.07189
29.4479,0.505208,1,0.560697,0.560695,2.07329
29.4681,0.498958,1,0.560975,0.560973,2.07468
29.4884,0.5125,1,0.561251,0.561248,2.07607
29.5086,0.501042,1,0.561524,0.561521,2.07746
29.5288,0.46875,1,0.561794,0.561791,2.07886
29.549,0.516667,1,0.562061,0.562059,2.08025
29.5693,0.503125,1,0.562326,0.562323,2.08164
29.5895,0.507292,1,0.562588,0.562586,2.08303
29.6097,0.491667,1,0.562848,0.562845,2.08443
29.6299,0.471875,1,0.563105,0.563102,2.08582
29.6502,0.4875,1,0.563359,0.563356,2.08721
29.6704,0.465625,1,0.563611,0.563608,2.0886
29.6906,0.497917,1,0.563859,0.563856,2.08999
29.7109,0.466667,1,0.564105,0.564102,2.09138
29.7311,0.470833,1,0.564349,0.564346,2.09278
29.7513,0.46875,1,0.56459,0.564586,2.09417
29.7715,0.464583,1,0.564828,0.564824,2.09556
29.7918,0.489583,1,0.565063,0.56506,2.09695
29.812,0.480208,1,0.565296,0.565292,2.09834
29.8322,0.488542,1,0.565526,0.565522,2.09973
29.8524,0.438542,1,0.565753,0.565749,2.10112
29.8727,0.44375,1,0.565977,0.565974,2.10252
29.8929,0.458333,1,0.566199,0.566195,2.10391
29.9131,0.455208,1,0.566418,0.566414,2.1053
29.9333,0.448958,1,0.566634,0.56663,2.10669
29.9536,0.479167,1,0.566848,0.566844,2.10808
29.9738,0.483333,1,0.567058,0.567054,2.10947
29.994,0.467708,1,0.567266,0.567262,2.11086
30.0142,0.470833,1,0.567472,0.567467,2.11225
30.0345,0.503125,1,0.567674,0.56767,2.11364
30.0547,0.497917,1,0.567874,0.56787,2.11503
30.0749,0.490625,1,0.568071,0.568066,2.11642
30.0951,0.535417,1,0.568265,0.568261,2.11781
30.1154,0.479167,1,0.568457,0.568452,2.11921
30.1356,0.466667,1,0.568645,0.568641,2.1206
30.1558,0.452083,1,0.568831,0.568826,2.12199
30.1761,0.472917,1,0.569015,0.569009,2.12338
30.1963,0.436458,1,0.569195,0.56919,2.12477
30.2165,0.471875,1,0.569373,0.569367,2.12616
30.2367,0.455208,1,0.569547,0.569542,2.12755
30.257,0.53125,1,0.56972,0.569714,2.12894
30.2772,0.492708,1,0.569889,0.569883,2.13033
30.2974,0.429167,1,0.570055,0.570049,2.13172
30.3176,0.483333,1,0.570219,0.570213,2.13311
30.3379,0.534375,1,0.57038,0.570373,2.1345
30.3581,0.520833,1,0.570538,0.570531,2.13588
30.3783,0.508333,1,0.570694,0.570687,2.13727
30.3985,0.509375,1,0.570846,0.570839,2.13866
30.4188,0.519792,1,0.570996,0.570989,2.14005
30.439,0.513542,1,0.571143,0.571135,2.14144
30.4592,0.544792,1,0.571287,0.571279,2.14283
30.4794,0.566667,1,0.571429,0.57142,2.14422
